date,PERIOD,SEASON,SITE,ID,RELIEF,TRANSECT,PatMin,MesFra,StrPur,MegUnd,DerImb,PisGig,PycHel,SteOsm,LamSpp,MacJuv,LamJuv,EisArb,PteCal,MacPyr
4/24/1985,10,SPRING,4,4_45L,NA,45L,0,29,137,0,0,2,0,8,2,0,0,0,0,5
4/24/1985,10,SPRING,5,5_10R,NA,10R,0,19,136,0,0,3,0,0,0,0,0,0,0,2
4/24/1985,10,SPRING,5,5_22R,NA,22R,1,29,112,1,0,0,0,0,2,0,0,0,0,1
4/24/1985,10,SPRING,5,5_32L,NA,32L,0,53,83,0,0,3,0,0,1,0,0,0,0,6
4/24/1985,10,SPRING,5,5_39R,NA,39R,0,43,24,0,0,3,0,15,0,0,0,0,1,10
4/24/1985,10,SPRING,5,5_45R,NA,45R,3,3,6,0,0,0,0,3,1,0,0,0,0,18
4/24/1985,10,SPRING,6,6_10R,NA,10R,0,15,226,2,0,0,0,14,24,0,0,0,0,7
4/24/1985,10,SPRING,6,6_22R,NA,22R,0,0,78,6,0,0,0,59,27,0,1,1,0,4
4/24/1985,10,SPRING,6,6_32L,NA,32L,0,43,112,4,0,0,0,28,20,0,0,3,0,4
4/24/1985,10,SPRING,6,6_39L,NA,39L,0,5,109,1,0,0,0,3,43,0,1,2,1,6
9/5/1985,11,FALL,1,1_10R,NA,10R,0,0,45,20,0,0,0,155,42,0,17,1,4,1
9/5/1985,11,FALL,1,1_22R,NA,22R,0,2,180,23,0,0,0,57,12,0,5,2,2,5
9/5/1985,11,FALL,1,1_32L,NA,32L,0,0,92,15,0,0,0,63,22,0,2,3,2,3
9/5/1985,11,FALL,1,1_39R,NA,39R,0,1,250,30,0,0,0,28,9,0,0,2,0,6
9/5/1985,11,FALL,1,1_45R,NA,45R,0,31,212,31,0,0,0,11,7,0,0,0,0,4
9/5/1985,11,FALL,2,2_10L,NA,10L,0,122,168,0,0,4,0,116,2,0,0,1,0,0
9/5/1985,11,FALL,2,2_22L,NA,22L,0,30,251,5,0,0,0,91,5,0,0,5,2,4
9/5/1985,11,FALL,2,2_32R,NA,32R,0,147,361,8,0,5,0,21,0,0,0,0,0,2
9/5/1985,11,FALL,2,2_39L,NA,39L,0,63,367,5,0,1,0,238,2,0,0,4,1,2
9/5/1985,11,FALL,2,2_45L,NA,45L,3,51,416,10,0,0,0,145,1,0,0,3,0,8
9/5/1985,11,FALL,3,3_10R,NA,10R,0,41,279,6,0,1,0,92,11,0,0,1,7,3
9/5/1985,11,FALL,3,3_22R,NA,22R,0,15,71,8,0,1,0,81,2,0,3,2,27,8
9/5/1985,11,FALL,3,3_32L,NA,32L,0,250,409,5,0,3,0,0,0,0,0,1,0,0
9/5/1985,11,FALL,3,3_39R,NA,39R,0,34,317,8,0,2,0,222,7,44,2,3,15,2
9/5/1985,11,FALL,3,3_45L,NA,45L,0,0,380,8,0,2,0,91,6,6,4,2,7,1
9/5/1985,11,FALL,4,4_10R,NA,10R,0,207,53,1,0,3,0,0,1,0,0,0,0,2
9/5/1985,11,FALL,4,4_22L,NA,22L,0,59,86,0,0,2,0,3,2,0,1,0,0,0
9/5/1985,11,FALL,4,4_32L,NA,32L,0,88,70,0,0,1,0,0,3,0,1,0,0,4
9/5/1985,11,FALL,4,4_39L,NA,39L,0,58,129,0,0,0,0,1,5,0,0,0,0,5
9/5/1985,11,FALL,4,4_45L,NA,45L,0,39,167,0,0,2,0,10,4,0,19,0,0,2
9/5/1985,11,FALL,5,5_10R,NA,10R,0,11,150,2,0,3,0,0,0,0,0,0,0,3
9/5/1985,11,FALL,5,5_22R,NA,22R,2,37,133,1,0,4,0,0,4,0,2,0,0,0
9/5/1985,11,FALL,5,5_32L,NA,32L,0,33,97,0,0,1,0,0,1,0,0,1,0,3
9/5/1985,11,FALL,5,5_39R,NA,39R,0,61,22,0,0,1,0,24,1,0,1,0,0,6
9/5/1985,11,FALL,5,5_45R,NA,45R,0,6,6,0,0,0,0,5,1,0,0,0,0,11
9/5/1985,11,FALL,6,6_10R,NA,10R,0,21,288,2,0,0,0,54,29,1,1,1,1,4
9/5/1985,11,FALL,6,6_22L,NA,22L,0,103,184,4,0,2,0,34,21,1,3,3,0,4
9/5/1985,11,FALL,6,6_22R,NA,22R,0,6,295,2,0,0,0,55,27,1,0,2,1,4
9/5/1985,11,FALL,6,6_32L,NA,32L,0,49,213,2,0,1,0,29,33,3,3,5,0,2
9/5/1985,11,FALL,6,6_39L,NA,39L,0,4,118,8,0,1,0,16,44,3,5,2,2,1
4/18/1986,12,SPRING,1,1_10R,NA,10R,0,0,32,27,0,0,0,139,43,0,32,1,4,0
4/18/1986,12,SPRING,1,1_22R,NA,22R,0,4,269,9,0,0,0,51,16,2,26,3,0,0
4/18/1986,12,SPRING,1,1_32L,NA,32L,0,0,70,44,0,1,0,59,17,5,127,2,2,0
4/18/1986,12,SPRING,1,1_39R,NA,39R,1,2,293,19,0,0,0,40,9,3,65,1,2,0
4/18/1986,12,SPRING,1,1_45R,NA,45R,0,21,274,28,0,0,0,27,4,0,50,0,0,0
4/18/1986,12,SPRING,2,2_10L,NA,10L,0,122,217,7,0,2,0,150,1,2,30,0,0,12
4/18/1986,12,SPRING,2,2_22L,NA,22L,0,56,254,7,0,1,0,131,2,25,180,1,3,1
4/18/1986,12,SPRING,2,2_32R,NA,32R,0,125,394,2,0,6,0,38,0,26,175,0,0,0
4/18/1986,12,SPRING,2,2_39L,NA,39L,1,75,347,12,0,0,0,127,7,44,208,3,0,2
4/18/1986,12,SPRING,2,2_45L,NA,45L,0,89,356,8,0,3,0,127,1,34,179,1,0,0
4/18/1986,12,SPRING,3,3_10R,NA,10R,0,199,302,7,0,3,0,88,6,13,208,0,0,1
4/18/1986,12,SPRING,3,3_22R,NA,22R,2,158,133,11,0,2,0,19,0,4,105,0,0,0
4/18/1986,12,SPRING,3,3_32L,NA,32L,1,129,505,34,0,2,0,0,0,0,0,0,0,0
4/18/1986,12,SPRING,3,3_39R,NA,39R,0,177,496,0,0,3,0,89,0,0,0,1,3,5
4/18/1986,12,SPRING,3,3_45L,NA,45L,0,56,590,21,0,2,0,0,0,0,0,0,0,0
4/18/1986,12,SPRING,4,4_10R,NA,10R,0,68,62,0,0,1,0,0,1,22,42,0,0,1
4/18/1986,12,SPRING,4,4_22L,NA,22L,0,38,45,1,0,4,0,0,0,4,26,0,0,0
4/18/1986,12,SPRING,4,4_32L,NA,32L,0,82,68,0,0,5,0,2,0,7,17,0,0,1
4/18/1986,12,SPRING,4,4_39L,NA,39L,0,74,115,1,0,1,0,5,1,2,78,0,0,3
4/18/1986,12,SPRING,4,4_45L,NA,45L,0,33,104,0,0,0,0,9,1,15,425,0,0,1
4/18/1986,12,SPRING,5,5_10R,NA,10R,1,10,100,1,0,2,0,0,0,6,39,0,0,0
4/18/1986,12,SPRING,5,5_22R,NA,22R,0,18,80,0,0,4,0,0,2,2,22,0,0,0
4/18/1986,12,SPRING,5,5_32L,NA,32L,0,39,108,3,0,9,0,1,4,17,30,2,0,7
4/18/1986,12,SPRING,5,5_39R,NA,39R,0,45,27,0,0,1,0,17,0,70,175,0,0,5
4/18/1986,12,SPRING,5,5_45R,NA,45R,1,0,1,0,0,1,0,5,0,238,643,0,0,0
4/18/1986,12,SPRING,6,6_10R,NA,10R,0,21,245,7,0,0,0,56,23,7,21,2,0,3
4/18/1986,12,SPRING,6,6_22L,NA,22L,0,127,138,6,0,1,0,42,22,0,2,0,0,2
4/18/1986,12,SPRING,6,6_22R,NA,22R,0,4,233,12,0,0,0,66,32,0,39,3,2,3
4/18/1986,12,SPRING,6,6_32L,NA,32L,0,44,160,3,0,1,0,13,37,11,7,2,0,3
4/18/1986,12,SPRING,6,6_39L,NA,39L,1,4,89,4,0,0,0,12,50,5,5,2,2,1
10/5/1986,13,FALL,1,1_10R,NA,10R,0,0,30,46,0,0,0,93,47,0,9,1,4,2
10/5/1986,13,FALL,1,1_22R,NA,22R,0,3,166,59,0,0,0,49,42,3,9,2,0,15
10/5/1986,13,FALL,1,1_32L,NA,32L,0,1,90,7,0,0,0,43,57,2,13,2,36,21
10/5/1986,13,FALL,1,1_39R,NA,39R,0,6,324,12,0,0,0,30,30,5,0,2,12,28
10/5/1986,13,FALL,1,1_45R,NA,45R,0,20,215,21,0,1,0,19,37,6,1,0,17,27
10/5/1986,13,FALL,2,2_10L,NA,10L,0,151,216,7,0,0,0,106,1,18,3,3,0,22
10/5/1986,13,FALL,2,2_22L,NA,22L,0,129,277,5,0,4,0,97,4,14,0,7,4,24
10/5/1986,13,FALL,2,2_32R,NA,32R,0,148,568,3,0,2,0,56,0,8,1,0,0,8
10/5/1986,13,FALL,2,2_39L,NA,39L,0,147,418,6,0,2,0,81,1,17,4,3,6,32
10/5/1986,13,FALL,2,2_45L,NA,45L,1,201,544,4,0,2,0,78,0,23,0,2,0,15
10/5/1986,13,FALL,3,3_10R,NA,10R,0,174,427,2,0,7,0,9,0,0,0,0,0,0
10/5/1986,13,FALL,3,3_22R,NA,22R,0,133,309,4,0,5,0,0,0,0,0,0,0,0
10/5/1986,13,FALL,3,3_32L,NA,32L,0,146,687,20,0,1,0,0,0,0,0,0,0,0
10/5/1986,13,FALL,3,3_39R,NA,39R,0,128,567,10,0,2,0,0,0,0,0,0,0,0
10/5/1986,13,FALL,3,3_45L,NA,45L,0,76,510,12,0,3,0,0,0,0,0,0,0,0
10/5/1986,13,FALL,4,4_10R,NA,10R,0,183,32,0,0,3,0,0,1,21,4,0,0,23
10/5/1986,13,FALL,4,4_22L,NA,22L,0,53,46,0,0,3,0,0,2,48,34,0,0,30
10/5/1986,13,FALL,4,4_32L,NA,32L,0,92,42,0,0,3,0,0,6,55,4,0,2,48
10/5/1986,13,FALL,4,4_39L,NA,39L,0,31,21,0,0,0,0,0,7,39,6,0,2,11
10/5/1986,13,FALL,4,4_45L,NA,45L,0,36,111,0,1,3,0,7,265,53,3,0,1,32
10/5/1986,13,FALL,5,5_10R,NA,10R,0,7,50,0,0,4,0,0,2,21,1,0,0,53
10/5/1986,13,FALL,5,5_22R,NA,22R,0,24,40,0,0,6,0,0,1,14,0,0,0,24
10/5/1986,13,FALL,5,5_32L,NA,32L,0,13,41,0,0,4,0,0,1,2,0,1,0,4
10/5/1986,13,FALL,5,5_39R,NA,39R,0,29,7,0,0,1,0,7,13,7,0,0,15,10
10/5/1986,13,FALL,5,5_45R,NA,45R,0,4,3,0,0,1,0,5,117,9,0,0,2,59
10/5/1986,13,FALL,6,6_10R,NA,10R,0,11,263,3,0,0,0,50,33,16,1,1,1,6
10/5/1986,13,FALL,6,6_22L,NA,22L,0,65,238,0,0,3,0,24,34,13,14,3,0,10
10/5/1986,13,FALL,6,6_22R,NA,22R,0,1,242,0,0,0,0,30,29,0,4,0,2,4
10/5/1986,13,FALL,6,6_32L,NA,32L,0,50,149,3,0,1,0,14,25,6,5,1,0,7
10/5/1986,13,FALL,6,6_39L,NA,39L,0,3,162,1,0,0,0,5,40,1,0,3,2,4
10/5/1986,13,FALL,7,7_10R,NA,10R,5,12,1062,50,0,0,0,0,0,0,0,0,0,0
10/5/1986,13,FALL,7,7_22R,NA,22R,12,39,1587,52,0,1,0,0,0,0,0,0,0,0
10/5/1986,13,FALL,7,7_32L,NA,32L,7,17,717,57,0,2,0,1,0,0,0,0,0,0
10/5/1986,13,FALL,7,7_39R,NA,39R,7,1,980,28,0,5,0,0,0,0,0,0,0,0
10/5/1986,13,FALL,7,7_45R,NA,45R,9,3,1057,18,0,4,0,0,0,0,0,0,0,0
4/24/1987,14,SPRING,1,1_10R,NA,10R,0,0,187,60,0,0,0,64,38,0,0,0,3,0
4/24/1987,14,SPRING,1,1_22R,NA,22R,0,5,267,25,0,0,0,33,30,0,0,1,1,8
4/24/1987,14,SPRING,1,1_32L,NA,32L,0,1,82,16,0,0,0,30,52,0,22,0,41,9
4/24/1987,14,SPRING,1,1_39R,NA,39R,0,0,272,50,0,0,0,27,38,2,2,2,10,14
4/24/1987,14,SPRING,1,1_45R,NA,45R,0,11,123,19,0,1,0,33,22,2,4,0,18,23
4/24/1987,14,SPRING,2,2_10L,NA,10L,2,184,550,2,0,3,0,20,2,8,2,0,0,8
4/24/1987,14,SPRING,2,2_22L,NA,22L,1,148,517,1,0,6,0,6,0,3,3,1,1,4
4/24/1987,14,SPRING,2,2_32R,NA,32R,1,154,675,1,0,3,0,18,7,2,3,0,0,0
4/24/1987,14,SPRING,2,2_39L,NA,39L,1,222,766,7,0,2,0,0,0,1,0,0,1,1
4/24/1987,14,SPRING,2,2_45L,NA,45L,1,144,753,8,0,9,0,0,0,0,0,0,0,0
4/24/1987,14,SPRING,3,3_10R,NA,10R,2,76,389,7,0,1,0,0,0,0,0,0,0,0
4/24/1987,14,SPRING,3,3_22R,NA,22R,0,90,344,10,0,4,0,0,0,0,1,0,0,0
4/24/1987,14,SPRING,3,3_32L,NA,32L,1,86,578,28,0,3,0,0,0,0,0,0,0,0
4/24/1987,14,SPRING,3,3_39R,NA,39R,6,61,467,15,0,2,0,0,0,0,2,0,0,0
4/24/1987,14,SPRING,3,3_45L,NA,45L,0,50,599,8,0,7,0,0,0,0,0,0,0,0
4/24/1987,14,SPRING,4,4_10R,NA,10R,2,169,117,1,0,3,0,0,0,9,6,0,0,9
4/24/1987,14,SPRING,4,4_22L,NA,22L,0,33,35,2,0,1,0,0,0,1,0,0,14,4
4/24/1987,14,SPRING,4,4_32L,NA,32L,1,41,52,0,0,1,0,4,8,0,0,0,0,10
4/24/1987,14,SPRING,4,4_39L,NA,39L,1,84,64,2,0,8,0,3,10,0,0,0,4,10
4/24/1987,14,SPRING,4,4_45L,NA,45L,1,15,45,0,0,1,0,1,2,0,0,0,146,9
4/24/1987,14,SPRING,5,5_10R,NA,10R,5,24,130,0,0,9,0,0,0,29,0,0,0,14
4/24/1987,14,SPRING,5,5_22R,NA,22R,0,14,54,1,0,3,0,0,0,15,0,0,0,16
4/24/1987,14,SPRING,5,5_32L,NA,32L,1,27,28,4,0,1,0,1,0,0,0,1,0,6
4/24/1987,14,SPRING,5,5_39R,NA,39R,0,44,3,0,0,5,0,25,2,0,0,0,17,9
4/24/1987,14,SPRING,5,5_45R,NA,45R,1,1,2,1,0,2,0,4,3,1,7,0,55,22
4/24/1987,14,SPRING,6,6_10R,NA,10R,0,26,575,2,0,2,0,53,17,7,12,0,2,7
4/24/1987,14,SPRING,6,6_22L,NA,22L,0,75,84,1,0,8,0,15,25,1,1,1,0,7
4/24/1987,14,SPRING,6,6_22R,NA,22R,0,1,315,10,0,0,0,139,45,3,10,1,0,7
4/24/1987,14,SPRING,6,6_32L,NA,32L,0,58,263,1,0,0,0,11,23,0,0,2,0,8
4/24/1987,14,SPRING,6,6_39L,NA,39L,0,6,165,4,0,0,0,5,15,4,17,0,2,4
4/24/1987,14,SPRING,7,7_10R,NA,10R,11,0,1443,47,0,1,0,0,0,0,0,0,0,0
4/24/1987,14,SPRING,7,7_22R,NA,22R,7,2,1086,61,0,2,0,0,0,0,0,0,0,0
4/24/1987,14,SPRING,7,7_32L,NA,32L,10,1,1531,47,0,2,0,0,0,0,0,0,0,0
4/24/1987,14,SPRING,7,7_39R,NA,39R,12,0,1301,60,0,5,0,0,0,0,0,0,0,0
4/24/1987,14,SPRING,7,7_45R,NA,45R,10,1,1479,92,0,2,0,0,0,0,0,0,0,0
10/7/1987,15,FALL,1,1_10R,NA,10R,0,0,99,58,0,0,0,106,31,1,9,1,10,1
10/7/1987,15,FALL,1,1_22R,NA,22R,0,0,269,10,0,0,0,156,38,3,8,3,0,8
10/7/1987,15,FALL,1,1_32L,NA,32L,0,0,154,56,0,0,0,33,52,2,7,2,43,11
10/7/1987,15,FALL,1,1_39R,NA,39R,0,0,308,72,0,0,0,24,25,0,3,1,10,13
10/7/1987,15,FALL,1,1_45R,NA,45R,0,13,248,42,0,1,0,7,17,0,1,0,5,16
10/7/1987,15,FALL,2,2_10L,NA,10L,2,151,429,7,0,2,0,40,0,0,0,0,0,6
10/7/1987,15,FALL,2,2_22L,NA,22L,0,177,438,9,0,2,0,1,0,0,0,0,0,1
10/7/1987,15,FALL,2,2_32R,NA,32R,1,162,529,2,0,6,0,9,0,0,0,0,0,0
10/7/1987,15,FALL,2,2_39L,NA,39L,2,105,763,7,0,2,0,0,0,0,0,0,0,0
10/7/1987,15,FALL,2,2_45L,NA,45L,0,167,604,3,0,2,0,0,0,0,0,0,0,0
10/7/1987,15,FALL,3,3_10R,NA,10R,0,110,423,27,0,4,0,0,0,0,0,0,0,0
10/7/1987,15,FALL,3,3_22R,NA,22R,0,127,715,42,0,2,0,0,0,0,0,0,0,0
10/7/1987,15,FALL,3,3_32L,NA,32L,0,80,374,81,0,3,0,0,0,0,0,0,0,0
10/7/1987,15,FALL,3,3_39R,NA,39R,0,38,184,0,0,0,0,2,0,0,0,1,0,0
10/7/1987,15,FALL,3,3_45L,NA,45L,0,37,720,34,0,4,0,0,0,0,0,0,0,0
10/7/1987,15,FALL,4,4_10R,NA,10R,1,54,136,0,0,5,0,0,0,0,0,0,0,9
10/7/1987,15,FALL,4,4_22L,NA,22L,1,16,90,0,0,2,0,1,2,0,0,0,4,2
10/7/1987,15,FALL,4,4_32L,NA,32L,1,12,119,0,0,3,0,1,2,0,0,0,0,14
10/7/1987,15,FALL,4,4_39L,NA,39L,0,12,343,1,0,0,0,2,8,0,0,0,0,12
10/7/1987,15,FALL,4,4_45L,NA,45L,0,20,220,0,0,0,0,1,0,1,5,1,87,6
10/7/1987,15,FALL,5,5_10R,NA,10R,1,22,197,1,0,2,0,0,0,0,0,0,0,14
10/7/1987,15,FALL,5,5_22R,NA,22R,0,25,82,2,0,6,0,10,0,0,0,0,0,18
10/7/1987,15,FALL,5,5_32L,NA,32L,0,38,111,0,0,3,0,0,0,0,0,0,0,3
10/7/1987,15,FALL,5,5_39R,NA,39R,0,9,67,3,0,11,0,17,0,1,1,0,13,7
10/7/1987,15,FALL,5,5_45R,NA,45R,0,0,0,0,0,1,0,2,2,1,11,0,44,17
10/7/1987,15,FALL,6,6_10R,NA,10R,0,16,380,13,0,0,0,41,23,0,0,1,0,6
10/7/1987,15,FALL,6,6_22L,NA,22L,0,80,365,16,0,3,0,19,29,0,1,3,0,8
10/7/1987,15,FALL,6,6_22R,NA,22R,0,0,319,13,0,0,0,313,68,1,0,3,0,10
10/7/1987,15,FALL,6,6_32L,NA,32L,0,57,286,1,0,1,0,12,29,0,1,1,1,6
10/7/1987,15,FALL,6,6_39L,NA,39L,0,5,193,3,0,0,0,7,36,0,7,0,2,6
10/7/1987,15,FALL,7,7_10R,NA,10R,8,3,1051,48,1,4,0,0,0,0,0,0,0,0
10/7/1987,15,FALL,7,7_22R,NA,22R,20,2,1963,30,0,3,0,0,0,0,0,0,0,0
10/7/1987,15,FALL,7,7_32L,NA,32L,7,2,1860,40,1,1,0,0,0,0,0,0,0,0
10/7/1987,15,FALL,7,7_39R,NA,39R,17,2,569,36,0,0,0,0,0,0,0,0,0,0
10/7/1987,15,FALL,7,7_45R,NA,45R,9,5,1790,32,0,3,0,0,0,0,0,0,0,0
4/26/1988,16,SPRING,1,1_10R,NA,10R,0,0,132,46,0,0,0,84,24,0,14,1,7,0
4/26/1988,16,SPRING,1,1_22R,NA,22R,1,3,524,64,0,2,0,128,8,2,12,4,2,5
4/26/1988,16,SPRING,1,1_32L,NA,32L,0,0,250,29,0,0,0,51,25,3,10,9,29,5
4/26/1988,16,SPRING,1,1_39R,NA,39R,0,2,553,35,0,0,0,77,22,1,20,2,13,1
4/26/1988,16,SPRING,1,1_45R,NA,45R,0,17,382,27,0,0,0,5,13,4,106,0,9,1
4/26/1988,16,SPRING,2,2_10L,NA,10L,1,150,571,5,0,5,0,19,0,2,0,0,0,0
4/26/1988,16,SPRING,2,2_22L,NA,22L,1,137,501,9,0,6,0,0,0,1,3,0,0,0
4/26/1988,16,SPRING,2,2_32R,NA,32R,0,162,877,7,0,10,0,44,0,5,6,0,1,0
4/26/1988,16,SPRING,2,2_39L,NA,39L,0,51,700,47,0,1,0,0,0,0,0,0,0,0
4/26/1988,16,SPRING,2,2_45L,NA,45L,1,45,365,25,0,1,0,0,0,0,0,0,0,0
4/26/1988,16,SPRING,3,3_10R,NA,10R,0,64,500,20,0,2,0,0,0,0,0,0,0,0
4/26/1988,16,SPRING,3,3_22R,NA,22R,2,51,251,7,0,1,0,0,0,0,0,0,0,0
4/26/1988,16,SPRING,3,3_32L,NA,32L,0,41,478,62,0,2,0,0,0,1,0,0,0,0
4/26/1988,16,SPRING,3,3_39R,NA,39R,2,37,299,4,0,4,0,31,0,80,36,0,28,0
4/26/1988,16,SPRING,3,3_45L,NA,45L,1,55,194,39,0,0,0,0,0,1,0,0,0,0
4/26/1988,16,SPRING,4,4_10R,NA,10R,2,127,139,0,0,5,0,0,1,12,5,0,0,5
4/26/1988,16,SPRING,4,4_22L,NA,22L,1,58,121,0,0,5,0,2,1,38,26,0,3,2
4/26/1988,16,SPRING,4,4_32L,NA,32L,0,56,111,0,0,5,0,1,2,73,36,0,0,8
4/26/1988,16,SPRING,4,4_39L,NA,39L,0,46,178,0,1,2,0,3,6,66,52,0,0,14
4/26/1988,16,SPRING,4,4_45L,NA,45L,0,42,182,0,0,3,0,4,23,132,261,0,29,2
4/26/1988,16,SPRING,5,5_10R,NA,10R,0,16,173,1,0,8,0,3,0,88,22,0,0,17
4/26/1988,16,SPRING,5,5_22R,NA,22R,0,17,154,3,1,6,0,2,0,124,39,0,0,10
4/26/1988,16,SPRING,5,5_32L,NA,32L,0,53,95,1,3,0,0,4,0,240,8,1,0,6
4/26/1988,16,SPRING,5,5_39R,NA,39R,0,23,14,0,0,2,0,32,2,137,28,0,7,6
4/26/1988,16,SPRING,5,5_45R,NA,45R,0,3,3,1,0,0,0,52,1,202,89,0,21,13
4/26/1988,16,SPRING,6,6_10R,NA,10R,0,13,181,7,0,1,0,41,11,0,1,1,0,7
4/26/1988,16,SPRING,6,6_22L,NA,22L,0,80,223,10,0,1,0,30,29,0,0,2,0,1
4/26/1988,16,SPRING,6,6_22R,NA,22R,0,0,314,10,0,0,0,86,56,2,0,21,2,7
4/26/1988,16,SPRING,6,6_32L,NA,32L,0,40,206,2,0,3,0,8,14,0,0,5,0,3
4/26/1988,16,SPRING,6,6_39L,NA,39L,0,0,203,3,0,0,0,7,47,0,5,1,1,2
4/26/1988,16,SPRING,7,7_10R,NA,10R,6,1,1812,25,0,1,0,0,0,13,0,0,0,0
4/26/1988,16,SPRING,7,7_22R,NA,22R,0,1,1387,36,0,2,0,0,0,6,0,0,0,0
4/26/1988,16,SPRING,7,7_32L,NA,32L,13,0,1908,15,0,1,0,0,0,12,0,0,0,0
4/26/1988,16,SPRING,7,7_39R,NA,39R,0,1,1125,29,0,1,0,0,0,8,0,0,0,0
4/26/1988,16,SPRING,7,7_45R,NA,45R,7,3,1372,6,0,1,0,0,0,17,0,0,0,0
10/9/1988,17,FALL,1,1_10R,NA,10R,0,0,117,48,0,0,0,33,38,3,1,1,13,0
10/9/1988,17,FALL,1,1_22R,NA,22R,0,1,334,22,0,0,0,34,28,3,0,3,5,3
10/9/1988,17,FALL,1,1_32L,NA,32L,0,0,197,79,0,1,0,20,51,4,2,2,30,7
10/9/1988,17,FALL,1,1_39R,NA,39R,0,0,422,50,0,2,0,18,55,5,7,1,11,6
10/9/1988,17,FALL,1,1_45R,NA,45R,0,33,244,72,0,4,0,10,74,4,8,1,16,10
10/9/1988,17,FALL,2,2_10L,NA,10L,0,221,698,4,0,7,0,4,0,0,0,0,0,0
10/9/1988,17,FALL,2,2_22L,NA,22L,0,173,591,16,0,10,0,0,0,0,0,0,0,0
10/9/1988,17,FALL,2,2_32R,NA,32R,0,141,758,17,0,9,0,0,0,0,0,0,0,1
10/9/1988,17,FALL,2,2_39L,NA,39L,0,37,719,20,0,8,0,0,0,0,0,0,0,0
10/9/1988,17,FALL,2,2_45L,NA,45L,0,40,128,15,0,4,0,0,0,0,0,0,0,0
10/9/1988,17,FALL,3,3_10R,NA,10R,0,74,449,52,0,1,0,0,0,0,0,0,0,0
10/9/1988,17,FALL,3,3_22R,NA,22R,0,31,164,53,0,1,0,0,0,0,0,0,0,0
10/9/1988,17,FALL,3,3_32L,NA,32L,1,37,118,39,0,2,0,20,2,1,0,0,1,0
10/9/1988,17,FALL,3,3_39R,NA,39R,2,55,83,16,0,2,0,8,0,2,5,0,0,6
10/9/1988,17,FALL,3,3_45L,NA,45L,0,34,425,25,0,1,0,0,0,0,0,0,0,0
10/9/1988,17,FALL,4,4_10R,NA,10R,1,185,67,0,0,2,0,0,1,1,0,0,0,5
10/9/1988,17,FALL,4,4_22L,NA,22L,0,53,68,0,0,10,0,1,0,0,0,0,1,2
10/9/1988,17,FALL,4,4_32L,NA,32L,1,133,127,1,0,5,0,5,1,3,1,0,0,3
10/9/1988,17,FALL,4,4_39L,NA,39L,0,59,190,0,0,1,0,0,11,26,0,1,0,6
10/9/1988,17,FALL,4,4_45L,NA,45L,0,70,163,0,0,6,0,3,9,15,18,0,40,2
10/9/1988,17,FALL,5,5_10R,NA,10R,1,12,177,0,0,4,0,0,0,0,0,0,0,6
10/9/1988,17,FALL,5,5_22R,NA,22R,0,25,193,5,0,12,0,0,1,0,0,0,0,6
10/9/1988,17,FALL,5,5_32L,NA,32L,0,49,74,0,0,1,0,0,1,15,0,1,0,11
10/9/1988,17,FALL,5,5_39R,NA,39R,0,75,33,0,0,5,0,23,14,13,0,1,1,7
10/9/1988,17,FALL,5,5_45R,NA,45R,0,1,3,1,0,0,0,4,1,50,0,1,25,10
10/9/1988,17,FALL,6,6_10R,NA,10R,0,19,398,10,0,0,0,36,19,0,2,2,0,4
10/9/1988,17,FALL,6,6_22L,NA,22L,0,109,313,3,0,1,0,25,35,8,8,4,0,1
10/9/1988,17,FALL,6,6_22R,NA,22R,0,0,228,27,0,0,0,121,65,0,5,4,0,8
10/9/1988,17,FALL,6,6_32L,NA,32L,0,76,378,0,0,0,0,15,22,3,9,18,0,4
10/9/1988,17,FALL,6,6_39L,NA,39L,0,3,217,4,0,0,0,3,37,1,17,2,0,2
10/9/1988,17,FALL,7,7_10R,NA,10R,5,12,2317,0,0,3,0,0,0,0,0,0,0,0
10/9/1988,17,FALL,7,7_22R,NA,22R,0,7,782,9,0,1,0,0,0,1,0,0,0,1
10/9/1988,17,FALL,7,7_32L,NA,32L,4,3,2552,32,0,0,0,0,0,0,0,0,0,0
10/9/1988,17,FALL,7,7_39R,NA,39R,2,7,2799,36,0,1,0,0,0,0,0,0,0,2
10/9/1988,17,FALL,7,7_45R,NA,45R,1,22,1943,10,0,0,0,0,0,1,0,0,0,0
4/18/1989,18,SPRING,1,1_10R,NA,10R,1,0,398,44,0,0,0,51,45,1,8,0,22,0
4/18/1989,18,SPRING,1,1_22R,NA,22R,1,0,481,28,0,2,0,44,36,5,26,4,15,3
4/18/1989,18,SPRING,1,1_32L,NA,32L,0,0,378,49,0,0,0,27,69,0,17,2,38,3
4/18/1989,18,SPRING,1,1_39R,NA,39R,0,0,659,35,0,1,0,31,6,1,6,1,20,7
4/18/1989,18,SPRING,1,1_45R,NA,45R,0,11,358,103,0,0,0,25,66,1,15,1,29,10
4/18/1989,18,SPRING,2,2_10L,NA,10L,0,165,669,15,0,3,0,0,0,0,0,0,0,0
4/18/1989,18,SPRING,2,2_22L,NA,22L,0,107,697,19,0,6,0,0,0,0,0,0,0,0
4/18/1989,18,SPRING,2,2_32R,NA,32R,1,136,711,41,0,5,0,0,0,0,0,0,0,0
4/18/1989,18,SPRING,2,2_39L,NA,39L,0,46,901,15,0,2,0,0,0,0,0,0,0,0
